asa_NoVuelo,asa_AerolineaICAO,asa_FechaHoraSlot,asa_FechaHoraPosicion2,asa_TipoAvion,asa_Terminal,asa_Posicion,asa_TipoOperacion,slot,posicion2,delay_to_gate,hour_sin,hour_cos,day_sin,day_cos,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24
1085.0,UAL,2026-09-01 05:45:00,2026-01-09 05:44:00,A320,T1,34,D,2026-09-01 05:45:00,2026-01-09 05:44:00,-1,0.9978589232386036,0.0654031292301432,0.7818314824680298,0.6234898018587336,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0,-48.0,-16.0,-11.0,-31.0,-26.0,19.0
1268.0,VIV,2026-09-01 05:45:00,2026-01-09 05:41:00,A321,T1,S2,D,2026-09-01 05:45:00,2026-01-09 05:41:00,-4,0.9978589232386036,0.0654031292301432,0.7818314824680298,0.6234898018587336,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0,-48.0,-16.0,-11.0,-31.0,-26.0
111.0,VOI,2026-09-01 05:45:00,2026-01-09 05:31:00,A321,T1,26,A,2026-09-01 05:45:00,2026-01-09 05:31:00,-14,0.9978589232386036,0.0654031292301432,0.7818314824680298,0.6234898018587336,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0,-48.0,-16.0,-11.0,-31.0
1963.0,AAL,2026-09-01 05:50:00,2026-01-09 05:50:00,B7M8,T1,35,D,2026-09-01 05:50:00,2026-01-09 05:50:00,0,0.9990482215818578,0.043619387365336,0.7818314824680298,0.6234898018587336,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0,-48.0,-16.0,-11.0
191.0,AMX,2026-09-01 05:50:00,2026-01-09 05:50:00,B738,T2,48,A,2026-09-01 05:50:00,2026-01-09 05:50:00,0,0.9990482215818578,0.043619387365336,0.7818314824680298,0.6234898018587336,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0,-48.0,-16.0
2062.0,AMX,2026-09-01 05:50:00,2026-01-09 05:54:00,E190,T2,80,D,2026-09-01 05:50:00,2026-01-09 05:54:00,4,0.9990482215818578,0.043619387365336,0.7818314824680298,0.6234898018587336,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0,-48.0
460.0,VOI,2026-09-01 05:55:00,2026-01-09 05:53:00,A320,T1,S4,D,2026-09-01 05:55:00,2026-01-09 05:53:00,-2,0.9997620270799092,0.0218148850345609,0.7818314824680298,0.6234898018587336,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0,-2.0
220.0,VOI,2026-09-01 05:55:00,2026-01-09 06:04:00,A320,T1,13,D,2026-09-01 05:55:00,2026-01-09 06:04:00,9,0.9997620270799092,0.0218148850345609,0.7818314824680298,0.6234898018587336,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0,-4.0
195.0,AMX,2026-09-01 05:55:00,2026-01-09 05:35:00,B39M,T2,63,A,2026-09-01 05:55:00,2026-01-09 05:35:00,-20,0.9997620270799092,0.0218148850345609,0.7818314824680298,0.6234898018587336,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0,-4.0
994.0,ACA,2026-09-01 05:55:00,2026-01-09 06:06:00,B7M8,T1,28,D,2026-09-01 05:55:00,2026-01-09 06:06:00,11,0.9997620270799092,0.0218148850345609,0.7818314824680298,0.6234898018587336,-20.0,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0,-5.0
195.0,CMP,2026-09-01 05:55:00,2026-01-09 05:46:00,B738,T1,30,D,2026-09-01 05:55:00,2026-01-09 05:46:00,-9,0.9997620270799092,0.0218148850345609,0.7818314824680298,0.6234898018587336,11.0,-20.0,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0,-19.0
1066.0,AAL,2026-09-01 06:00:00,2026-01-09 06:28:00,B7M8,T1,29,D,2026-09-01 06:00:00,2026-01-09 06:28:00,28,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,-9.0,11.0,-20.0,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0,95.0
1044.0,AMX,2026-09-01 06:00:00,2026-01-09 06:07:00,E190,T2,75,D,2026-09-01 06:00:00,2026-01-09 06:07:00,7,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,28.0,-9.0,11.0,-20.0,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0,-12.0
200.0,AMX,2026-09-01 06:00:00,2026-01-09 06:04:00,B7M8,T2,52,D,2026-09-01 06:00:00,2026-01-09 06:04:00,4,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7.0,28.0,-9.0,11.0,-20.0,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0,0.0
362.0,AMX,2026-09-01 06:00:00,2026-01-09 06:00:00,B39M,T2,60,D,2026-09-01 06:00:00,2026-01-09 06:00:00,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,4.0,7.0,28.0,-9.0,11.0,-20.0,9.0,-2.0,4.0,0.0,0.0,-14.0,-4.0,-1.0,13.0,5.0,-23.0,-3.0,-15.0,-15.0,-36.0,-14.0,-7.0,26.0
